index,show/id,show/cache_time,show/canonical_name,show/clips_count,show/description,show/episodes_count,show/feature_films_count,show/film_clips_count,show/genre,show/genres,show/is_movie,show/is_showtime_only,show/is_subscriber_only,show/link_description,show/name,show/rating,show/seasons_count,show/series_id,show/thumbnail_url,show/key_art_url,show/type,show/videos_count,show/availability/0,show/availability/1,show/availability/2,show/is_coppa,show/is_web_only,show/available_package_ids,show/company/id,show/company/channel_id,show/company/name,show/company/short_name,show/company/canonical_name,show/company/key_art_url,show/company/network_logo_url,show/company/has_logo_url
478,4412,2017-08-10T16:02:04+00:00,the-bachelorette,155,"ABC's romance reality show lets one lucky lady narrow the field of bachelors, leaving only her dream man.",5,0,0,Reality and Game Shows,Reality and Game Shows,False,False,False,"Photos, recaps, episode commentary and more on the official Bachelorette site <a href=""http://abc.go.com/shows/the-bachelorette?CID=09_Hulu_ABC"" target=""_blank"">official The Bachelorette site!</a> ",The Bachelorette,3.07734047,1,50001229,https://ib3.hulu.com/show/4412?size=476x268&region=US,https://ib3.hulu.com/show_key_art/4412?size=1600x600&region=US,show,160,web,living_room,mobile,False,False,"1,2,14",231,282,ABC,ABC,abc,https://ib.hulu.com/company_key_art/231?size=1600x600&region=US,,True
479,3708,2017-08-10T15:12:34+00:00,the-bachelor,320,"ABC's highly-rated, popular romance reality series features a handsome bachelor looking for his soulmate from among 25 bachelorettes.",0,0,0,Reality and Game Shows,Reality and Game Shows,False,False,False,"To discuss and learn more about the show, visit the <a href=""http://abc.go.com/shows/the-bachelor?cid=hulu_bach"" target=""_blank"">official The Bachelor site</a>",The Bachelor,2.927638092,0,50000555,https://ib.hulu.com/show/3708?size=476x268&region=US,https://ib.hulu.com/show_key_art/3708?size=1600x600&region=US,show,320,web,living_room,mobile,False,False,"1,2,14",231,282,ABC,ABC,abc,https://ib.hulu.com/company_key_art/231?size=1600x600&region=US,,True
480,2624,2017-08-10T15:48:25+00:00,the-middle,43,"Frankie Heck is a superhero. Well, no, not an actual superhero - not unless you count getting her kids out the door for school every morning as a superfeat. Middle-aged, middle class and living in the middle of the country, this harried wife and working mother of three uses her wry wit and sense of humor to try to get her family through each day intact. Frankie has a job selling cars at the town's only surviving car dealer; her husband, Mike, is a manager at the local quarry. Together, they're putting THE MIDDLE on the map.",5,0,0,Comedy,Comedy|Family|Teen,False,False,False,"Hang out with Patricia Heaton and interact with <a href=""http://abc.go.com/shows/themiddle/index?CID=09_Hulu_ABC"" target=""_blank"">The Middle</a> on the official site.",The Middle,4.263395482,1,50000015,https://ib1.hulu.com/show/2624?size=476x268&region=US,https://ib1.hulu.com/show_key_art/2624?size=1600x600&region=US,show,48,web,living_room,mobile,False,False,"1,2,14",231,282,ABC,ABC,abc,https://ib.hulu.com/company_key_art/231?size=1600x600&region=US,,True
481,25839,2017-08-10T15:09:17+00:00,superstore,33,"Revolving around a group of employees at a big-box store, it examines love, friendship and the beauty of everyday moments.",22,0,0,Comedy,Comedy~Sitcoms|Family,False,False,False,,Superstore,4.441192282,1,50024167,https://ib2.hulu.com/show/25839?size=476x268&region=US,https://ib2.hulu.com/show_key_art/25839?size=1600x600&region=US,show,55,web,living_room,mobile,False,False,"1,2,14",2,24,NBC,NBC,nbc,https://ib.hulu.com/company_key_art/2?size=1600x600&region=US,,True
482,15138,2017-08-10T14:47:27+00:00,sleepy-hollow,48,"In this modern-day twist on Washington Irving's classic, ICHABOD CRANE is resurrected and pulled two and a half centuries through time to find that the world is on the brink of destruction, forcing him to team up with a contemporary police officer to unravel a mystery that dates back to the founding fathers.",62,0,0,Drama,Drama,False,False,False,,Sleepy Hollow,4.566322227,4,50012415,https://ib3.hulu.com/show/15138?size=476x268&region=US,https://ib3.hulu.com/show_key_art/15138?size=1600x600&region=US,show,110,web,living_room,mobile,False,False,"1,2,14",8,2,FOX,FOX,fox,https://ib1.hulu.com/company_key_art/8?size=1600x600&region=US,,True
483,11258,2017-08-10T16:07:32+00:00,chicago-fire,65,"From renowned, Emmy Award-winning executive producer Dick Wolf (""Law & Order"" brand) and creators Derek Haas and Michael Brandt, the writing team behind ""3:10 to Yuma,"" comes the high-octane drama ""Chicago Fire,"" -- an edge-of-your-seat view into the lives of everyday heroes committed to one of America’s noblest professions.  For the firefighters, rescue squad and paramedics of Chicago Firehouse 51, no occupation is more stressful or dangerous, yet so rewarding and exhilarating.  These courageous men and women are among the elite who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death.  ",5,0,0,Drama,Drama,False,False,False,,Chicago Fire,4.6325615,1,50008679,https://ib2.hulu.com/show/11258?size=476x268&region=US,https://ib2.hulu.com/show_key_art/11258?size=1600x600&region=US,show,70,web,living_room,mobile,False,False,"1,2,14",2,24,NBC,NBC,nbc,https://ib.hulu.com/company_key_art/2?size=1600x600&region=US,,True
484,2313,2017-08-10T16:11:58+00:00,private-practice,246,"The 'Grey's Anatomy' spin-off focuses on neonatal surgeon Addison Forbes Montgomery, who has left Seattle Grace and moved to L.A., where she practices at the upscale Oceanside Wellness Clinic with her divorced medical-school friends Naomi and Sam Bennett.",111,0,0,Drama,Drama~Medical Drama|Health and Wellness,False,False,False,"Get music, photos, recaps and much more on the <a href=""http://abc.go.com/primetime/privatepractice/index?pn=index&CID=09_Hulu_ABC"" target=""_blank"">official Private Practice site</a>",Private Practice,4.230377343,6,11993,https://ib1.hulu.com/show/2313?size=476x268&region=US,https://ib1.hulu.com/show_key_art/2313?size=1600x600&region=US,show,357,web,living_room,mobile,False,False,"1,2,14",231,282,ABC,ABC,abc,https://ib.hulu.com/company_key_art/231?size=1600x600&region=US,,True
485,26058,2017-08-10T15:51:26+00:00,lucifer,33,"The Devil has come to Los Angeles…Based upon the characters created by Neil Gaiman, Sam Kieth and Mike Dringenberg for DC Entertainment’s Vertigo imprint, LUCIFER is the story of the original fallen angel. Bored and unhappy as the Lord of Hell, LUCIFER MORNINGSTAR (Tom Ellis has abandoned his throne and retired to L.A., where he owns Lux, an upscale nightclub.  Charming, charismatic and devilishly handsome, Lucifer is enjoying his retirement, indulging in a few of his favorite things – wine, women and song – when a beautiful pop star is brutally murdered outside of Lux. For the first time in roughly 10 billion years, he feels something awaken deep within him as a result of this murder. Compassion? Sympathy? The very thought disturbs him – as well as his best friend and confidante, MAZIKEEN aka MAZE (Lesley-Ann Brandt), a fierce demon in the form of a beautiful young woman.",31,0,0,Drama,Drama,False,False,False,,Lucifer,4.630420254,2,50024373,https://ib1.hulu.com/show/26058?size=476x268&region=US,https://ib1.hulu.com/show_key_art/26058?size=1600x600&region=US,show,64,web,living_room,mobile,False,False,"1,2,14",8,2,FOX,FOX,fox,https://ib1.hulu.com/company_key_art/8?size=1600x600&region=US,,True
486,1201,2017-08-10T15:10:29+00:00,the-oc,3,"In The O.C., the lives of a group of friends and families are forever changed when an outsider arrives to their affluent community of Newport Beach in Orange County, California. From Josh Schwartz, the executive producer of Gossip Girl and Chuck, the series became a pop-culture phenomenon with its mix of heart, humor, drama and romance.",92,0,0,Drama,Drama|Drama~Romance|Teen,False,False,False,,The O.C.,4.054741305,4,10447,https://ib1.hulu.com/show/1201?size=476x268&region=US,https://ib1.hulu.com/show_key_art/1201?size=1600x600&region=US,show,95,web,living_room,mobile,False,False,"1,2,14",73,103,Warner Bros.,Warner Bros.,warner-bros,https://ib1.hulu.com/company_key_art/73?size=1600x600&region=US,,False
487,14027,2017-08-10T15:33:54+00:00,inside-amy-schumer,79,"Straight-talking comic girl-next-door Amy Schumer is exposing herself -- and her messy world of dating, drinking and public debacles -- when she steps out from behind the microphone for an all-new, genre-busting comedy series.",39,0,0,Comedy,Comedy~Sketch Comedy,False,False,False,,Inside Amy Schumer,3.750348077,4,50011432,https://ib4.hulu.com/show/14027?size=476x268&region=US,https://ib4.hulu.com/show_key_art/14027?size=1600x600&region=US,show,118,web,living_room,mobile,False,False,"1,2,14",99,129,Comedy Central,Comedy Central,comedy-central,https://ib4.hulu.com/company_key_art/99?size=1600x600&region=US,,True
488,19145,2017-08-10T15:10:07+00:00,rizzoli-and-isles,0,"Based on the best-selling crime novels, Angie Harmon and Sasha Alexander star as detective Jane Rizzoli and medical examiner Maura Isles. Opposites in many ways -- Rizzoli is brash and tomboyish; the methodical and impeccably dressed Isles is often icy -- together, they use their brilliant minds to bust Boston's most notorious criminals.",105,0,0,Drama,Drama~Police Drama|Drama~Medical Drama,False,False,False,,Rizzoli & Isles,4.433746549,7,50017123,https://ib.hulu.com/show/19145?size=476x268&region=US,https://ib.hulu.com/show_key_art/19145?size=1600x600&region=US,show,105,web,living_room,mobile,False,False,"2,14",867,50000668,TNT,TNT,tnt,https://ib.hulu.com/company_key_art/867?size=1600x600&region=US,,False
489,25243,2017-08-10T16:07:19+00:00,rugrats,0,"See life from the ground up with Tommy, Chuckie, Susie, Lil, Phil, and the hardly angelic, Angelica. Usually led by fearless leader Tommy, the Rugrats turn the ordinary into the extraordinary and every day into the perfect setting for adventure!",166,0,0,Animation and Cartoons,Animation and Cartoons~Saturday Morning Cartoons|Kids,False,False,False,,Rugrats,3.849742615,9,50023599,https://ib1.hulu.com/show/25243?size=476x268&region=US,https://ib1.hulu.com/show_key_art/25243?size=1600x600&region=US,show,166,web,living_room,mobile,True,False,"2,14",584,50000347,Nickelodeon,Nickelodeon,nickelodeon,https://ib1.hulu.com/company_key_art/584?size=1600x600&region=US,,True
490,18114,2017-08-10T15:50:34+00:00,blue-bloods,0,Blue Bloods is a drama about a multi-generational family of cops dedicated to New York City law enforcement.,155,0,0,Drama,Drama~Police Drama,False,False,False,,Blue Bloods,4.551720635,7,50015630,https://ib.hulu.com/show/18114?size=476x268&region=US,https://ib.hulu.com/show_key_art/18114?size=1600x600&region=US,show,155,web,living_room,mobile,False,False,"1,2,14",430,50000185,CBS,CBS,cbs,https://ib1.hulu.com/company_key_art/430?size=1600x600&region=US,,False
491,15054,2017-08-10T16:02:06+00:00,rabbids-invasion,0,"The Rabbids land on Earth and everything becomes a source of wonder and entertainment for them. Watch as these indestructible and uncontrollable creatures break all social rules, and create hilarious chaos in their non-stop quest for amusement!",52,0,0,Animation and Cartoons,Animation and Cartoons|Videogames|Kids,False,False,False,,Rabbids Invasion,3.433965658,2,50012572,https://ib.hulu.com/show/15054?size=476x268&region=US,https://ib.hulu.com/show_key_art/15054?size=1600x600&region=US,show,52,web,living_room,mobile,True,False,"2,14",584,50000347,Nickelodeon,Nickelodeon,nickelodeon,https://ib1.hulu.com/company_key_art/584?size=1600x600&region=US,,True
492,12867,2017-08-10T15:08:48+00:00,frasier,0,"Comedy series set in Seattle, WA, which chronicles the lives of an eloquently pompous radio show host Dr. Frasier Crane (Kelsey Grammer), his brazen radio producer Roz (Peri Gilpin), his competitive, high-brow brother Niles (David Hyde Pierce), their crotchety father Martin (John Mahoney) and his quirky live-in nurse Daphne (Jane Leeves). ",264,0,0,Comedy,Comedy~Sitcoms,False,False,False,,Frasier,4.252930323,11,50009965,https://ib4.hulu.com/show/12867?size=476x268&region=US,https://ib4.hulu.com/show_key_art/12867?size=1600x600&region=US,show,264,web,living_room,mobile,False,False,"2,14",430,50000185,CBS,CBS,cbs,https://ib1.hulu.com/company_key_art/430?size=1600x600&region=US,,False
493,28109,2017-08-10T15:41:33+00:00,gravity-falls,1,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer with their great uncle in the mysterious town of Gravity Falls, Oregon. Upon their arrival, Dipper and Mabel's huckster great uncle, also known as Grunkle Stan, enlists the siblings' help in running The Mystery Shack, a fun tourist trap he owns that overcharges unsuspecting customers. Although Dipper and Mabel quickly discover The Mystery Shack itself is a hoax, they sense there is something strange about their new town and together they begin to unlock the secrets of Gravity Falls.",40,0,0,Animation and Cartoons,Animation and Cartoons|Kids,False,False,False,,Gravity Falls,4.598782733,2,50026182,https://ib.hulu.com/show/28109?size=476x268&region=US,https://ib.hulu.com/show_key_art/28109?size=1600x600&region=US,show,41,web,living_room,mobile,True,False,"2,14",1010,50000798,Disney XD,Disney XD,disney-xd,https://ib4.hulu.com/company_key_art/1010?size=1600x600&region=US,,False
494,11266,2017-08-10T15:37:26+00:00,mistresses-us,1,"A provocative yet sophisticated drama about four women and their love lives, their sex lives, their secrets, their lies, and above all, their friendship. From ABC Studios, and based on the hit BBC series of the same name, this is Executive Produced by Bob Sertner (""Revenge,"" ""No Ordinary Family""), KJ Steinberg (""Gilded Lilys,"" ""Gossip Girl"") and Rina Mimoun (""Privileged,"" ""Gilmore Girls""). ",52,0,0,Drama,Drama,False,False,False,,Mistresses,4.28725664,4,50008691,https://ib1.hulu.com/show/11266?size=476x268&region=US,https://ib1.hulu.com/show_key_art/11266?size=1600x600&region=US,show,53,web,living_room,mobile,False,False,"1,2,14",231,282,ABC,ABC,abc,https://ib.hulu.com/company_key_art/231?size=1600x600&region=US,,True
495,19289,2017-08-10T14:52:38+00:00,gotham,120,"Revealing an entirely new chapter that has never been told, in the rise of the great DC Comics Super-Villains and vigilantes, GOTHAM follows one cop, destined for greatness, as he navigates a dangerously corrupt city teetering between good and evil, and chronicles the birth of one of the most popular super heroes of our time.",5,0,0,Drama,Drama,False,False,False,,Gotham,4.613357996,1,50017347,https://ib4.hulu.com/show/19289?size=476x268&region=US,https://ib4.hulu.com/show_key_art/19289?size=1600x600&region=US,show,125,web,living_room,mobile,False,False,"1,2,14",8,2,FOX,FOX,fox,https://ib1.hulu.com/company_key_art/8?size=1600x600&region=US,,True
496,2324,2017-08-10T14:30:57+00:00,inuyasha,1,"Kagome is a modern high school girl who doesn't believe in the old myths and legends surrounding her grandfather's shrine. That is, until the day she falls into the shrine's well and into another time! In Japan's ancient past, Kagome joins the half demon Inuyasha on a quest to find the scattered shards of the Shikon Jewel, a gem so powerful that demons from across the land will do anything to get even a piece. Along the way they gain friends, battle enemies, and prepare to face their deadliest foe and rival for the Shikon Jewel--Naraku!",334,0,0,Anime,Anime|International~Japanese,False,False,False,,Inuyasha,4.325406635,7,12039,https://ib3.hulu.com/show/2324?size=476x268&region=US,https://ib3.hulu.com/show_key_art/2324?size=1600x600&region=US,show,335,web,living_room,mobile,False,False,"1,2,5,14",960,50000741,Viz Media,Viz Media,viz-media,https://ib4.hulu.com/company_key_art/960?size=1600x600&region=US,,False
497,23481,2017-08-10T15:54:13+00:00,clarence,77,"Clarence finds something amazing in just about everything. Discover the best that life has to offer--epic pinecone wars, backyard tree forts and the secret worlds beyond milk cartons--all through the eyes of Clarence and his friends, the unpredictable Sumo and overly-cautious Jeff.",77,0,0,Animation and Cartoons,Animation and Cartoons|Kids,False,False,False,,Clarence,3.34723817,2,50021821,https://ib3.hulu.com/show/23481?size=476x268&region=US,https://ib3.hulu.com/show_key_art/23481?size=1600x600&region=US,show,154,web,living_room,mobile,True,False,"1,2,14",855,50000651,Cartoon Network,Cartoon Network,cartoon-network,https://ib2.hulu.com/company_key_art/855?size=1600x600&region=US,,False
498,20977,2017-08-10T15:32:18+00:00,drake-and-josh,0,"While Drake is laid back and goes with the flow, Josh lives strictly by the rules! But when Josh's dad and Drake's mom get married, these two totally opposite boys become stepbrothers!",47,0,0,Kids,Kids|Comedy,False,False,False,,Drake & Josh,3.941895566,4,50018838,https://ib.hulu.com/show/20977?size=476x268&region=US,https://ib.hulu.com/show_key_art/20977?size=1600x600&region=US,show,47,web,living_room,mobile,True,False,"2,14",584,50000347,Nickelodeon,Nickelodeon,nickelodeon,https://ib1.hulu.com/company_key_art/584?size=1600x600&region=US,,True
499,20969,2017-08-10T15:49:06+00:00,hey-arnold,0,"Football-headed Arnold lives with his offbeat grandparents and pet pig in a boarding house inhabited by a bunch of eccentrics. With his best buddy Gerald, Arnold endures playground bullies, crushes, and everything else that comes with big-city life.",99,0,0,Animation and Cartoons,Animation and Cartoons~Saturday Morning Cartoons|Kids|Teen,False,False,False,,Hey Arnold!,4.098780423,5,50019171,https://ib1.hulu.com/show/20969?size=476x268&region=US,https://ib1.hulu.com/show_key_art/20969?size=1600x600&region=US,show,99,web,living_room,mobile,True,False,"2,14",584,50000347,Nickelodeon,Nickelodeon,nickelodeon,https://ib1.hulu.com/company_key_art/584?size=1600x600&region=US,,True
500,23104,2017-08-10T15:20:19+00:00,seinfeld,63,"Emmy award-winning ""Seinfeld"" is one of the most popular shows on the air. Mining his rich comedic resources, Jerry Seinfeld provides a hysterical look at life as a single adult in the '90s. Along with a refreshing cast and top-notch writing, this series is quickly becoming a comedy classic.",171,0,0,Comedy,Comedy~Sitcoms,False,False,False,,Seinfeld,4.366506162,9,50020894,https://ib.hulu.com/show/23104?size=476x268&region=US,https://ib.hulu.com/show_key_art/23104?size=1600x600&region=US,show,234,web,living_room,mobile,False,False,"1,2,14",603,50000375,Sony Pictures Television,Sony Pictures Television,sony-pictures-television,https://ib3.hulu.com/company_key_art/603?size=1600x600&region=US,,False
501,2553,2017-08-10T15:51:53+00:00,modern-family,68,"Today's American families come in all shapes and sizes. The cookie cutter mold of man + wife + 2.5 kids is a thing of the past, as it becomes quickly apparent in the bird's eye view of ABC's half-hour comedy, which takes an honest and often hilarious look at the composition and complexity of modern family life.",22,0,0,Comedy,Comedy~Sitcoms|Teen|Family,False,False,False,"Cast bios, photos and chat: Interact on the official <a href=""http://beta.abc.go.com/shows/modernfamily?CID=09_Hulu_ABC"" target=""_blank"">Modern Family</a> website.",Modern Family,4.640557002,1,13628,https://ib2.hulu.com/show/2553?size=476x268&region=US,https://ib2.hulu.com/show_key_art/2553?size=1600x600&region=US,show,90,web,living_room,mobile,False,False,"1,2,5,14",231,282,ABC,ABC,abc,https://ib.hulu.com/company_key_art/231?size=1600x600&region=US,,True
502,22416,2017-08-10T14:41:25+00:00,adventure-time,223,"It's one crazy adventure after another for human boy, Finn, and his best friend, Jake, a 28-year old dog with magical powers. They're out to have the most fun possible and they sure do find it exploring the Land of Ooo! Whether it's saving Princess Bubblegum, battling zombie candy, taunting the Ice King or rocking out with Marceline the Vampire Queen, with Finn and Jake it's always ADVENTURE TIME!",223,0,0,Kids,Kids|Animation and Cartoons|Teen,False,False,False,,Adventure Time,4.36580305,7,50020481,https://ib.hulu.com/show/22416?size=476x268&region=US,https://ib.hulu.com/show_key_art/22416?size=1600x600&region=US,show,446,web,living_room,mobile,True,False,"1,2,14",855,50000651,Cartoon Network,Cartoon Network,cartoon-network,https://ib2.hulu.com/company_key_art/855?size=1600x600&region=US,,False
503,77,2017-08-10T15:01:46+00:00,saturday-night-live,7073,NBC in association with Broadway Video Enterprises bring you the landmark sketch comedy series.,370,0,0,Comedy,Comedy~Sketch Comedy|Comedy~Late Night Comedy,False,False,False,"For insider news, photos, and more visit the official <a href=""http://www.nbc.com/Saturday_Night_Live/"" target=""_blank"">Saturday Night Live website</a>",Saturday Night Live,4.083795347,18,8765,https://ib.hulu.com/show/77?size=476x268&region=US,https://ib.hulu.com/show_key_art/77?size=1600x600&region=US,show,7443,web,living_room,mobile,False,False,"1,2,14",2,24,NBC,NBC,nbc,https://ib.hulu.com/company_key_art/2?size=1600x600&region=US,,True
504,11248,2017-08-10T14:58:23+00:00,the-mindy-project,23,"A single-camera comedy, starring Mindy Kaling, that follows a skilled OB/GYN navigating the tricky waters of both her personal and professional life, as she pursues her dreams of becoming the perfect woman, finding the perfect man and getting her perfect romantic comedy ending.",107,0,0,Comedy,Comedy~Sitcoms,False,False,False,,The Mindy Project,4.440965244,5,50007572,https://ib1.hulu.com/show/11248?size=476x268&region=US,https://ib1.hulu.com/show_key_art/11248?size=1600x600&region=US,show,130,web,living_room,mobile,False,False,"1,2,14",492,50000249,Hulu Original Series,Hulu Original Series,hulu-original-series,https://ib4.hulu.com/company_key_art/492?size=1600x600&region=US,,False
505,2505,2017-08-10T14:35:54+00:00,community,0,"Disbarred lawyer Jeff Winger enrolls in a local community college. While there, he forms a study group who eventually learn more about themselves than their course work.",110,0,0,Comedy,Comedy,False,False,False,,Community,4.583853327,6,12316,https://ib4.hulu.com/show/2505?size=476x268&region=US,https://ib4.hulu.com/show_key_art/2505?size=1600x600&region=US,show,110,web,living_room,mobile,False,False,"2,14",603,50000375,Sony Pictures Television,Sony Pictures Television,sony-pictures-television,https://ib3.hulu.com/company_key_art/603?size=1600x600&region=US,,False
506,2252,2017-08-10T15:23:19+00:00,greys-anatomy,155,"The doctors of Grey Sloan Memorial Hospital deal with life-or-death consequences on a daily basis – it's in one another that they find comfort, friendship and, at times, more than friendship. Together they're discovering that neither medicine nor relationships can be defined in black and white. Real life only comes in shades of grey.",24,0,0,Drama,Drama~Medical Drama|Teen,False,False,False,"For photos and insider scoop from cast and crew visit the official <a href=""http://abc.go.com/primetime/greysanatomy/index?pn=index&CID=09_Hulu_ABC"" target=""_blank"">Grey's Anatomy site</a>",Grey's Anatomy,4.462517355,1,11970,https://ib3.hulu.com/show/2252?size=476x268&region=US,https://ib3.hulu.com/show_key_art/2252?size=1600x600&region=US,show,179,web,living_room,mobile,False,False,"1,2,4,5,14",231,282,ABC,ABC,abc,https://ib.hulu.com/company_key_art/231?size=1600x600&region=US,,True
507,58,2017-08-10T14:58:44+00:00,the-simpsons,405,"This long-running animated comedy focuses on the eponymous family in the town of Springfield in an unnamed U.S. state. The head of the Simpson family, Homer, is not a typical family man. A nuclear-plant employee, he does his best to lead his family but often finds that they are leading him. The family includes loving, blue-haired matriarch Marge, troublemaking son Bart, overachieving daughter Lisa and baby Maggie. Other Springfield residents include the family's religious neighbor, Ned Flanders, family physician Dr. Hibbert, Moe the bartender and police chief Clancy Wiggum.",21,0,0,Comedy,Comedy~Sitcoms|Animation and Cartoons~Primetime Animation,False,False,False,"For insider news, photos, and more visit <a href=""http://www.thesimpsons.com/"" target=""_blank"">The Simpsons official website</a>",The Simpsons,4.259297787,1,392,https://ib4.hulu.com/show/58?size=476x268&region=US,https://ib4.hulu.com/show_key_art/58?size=1600x600&region=US,show,426,web,living_room,mobile,False,False,"1,2,14",8,2,FOX,FOX,fox,https://ib1.hulu.com/company_key_art/8?size=1600x600&region=US,,True
508,15137,2017-08-10T16:11:33+00:00,brooklyn-nine-nine,155,"BROOKLYN NINE-NINE is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, the series is not really about the job – it’s about the men and women behind the badge.",90,0,0,Comedy,Comedy,False,False,False,,Brooklyn Nine-Nine,4.525907915,4,50012564,https://ib2.hulu.com/show/15137?size=476x268&region=US,https://ib2.hulu.com/show_key_art/15137?size=1600x600&region=US,show,245,web,living_room,mobile,False,False,"1,2,14",8,2,FOX,FOX,fox,https://ib1.hulu.com/company_key_art/8?size=1600x600&region=US,,True
509,1968,2017-08-10T14:46:29+00:00,parks-and-recreation,1,"Leslie Knope takes on the system in Pawnee, IN.",123,0,0,Comedy,Comedy~Sitcoms,False,False,False,"For insider news, photos, and more visit the official <a href=""http://www.nbc.com/parks-and-recreation/"" target=""_blank"">Parks and Recreation website</a>",Parks and Recreation,4.582548165,7,11549,https://ib1.hulu.com/show/1968?size=476x268&region=US,https://ib1.hulu.com/show_key_art/1968?size=1600x600&region=US,show,124,web,living_room,mobile,False,False,"2,14",2,24,NBC,NBC,nbc,https://ib.hulu.com/company_key_art/2?size=1600x600&region=US,,True
510,22015,2017-08-10T14:53:53+00:00,the-amazing-world-of-gumball,156,"Gumball’s world is pretty run-of-the-mill. He’s chased around school by a T-Rex. He has a friend named Anton who’s a piece of toast. He’s got a crush on Penny, a peanut with antlers. His dad is a 6’4” bunny. His mom works at a Rainbow Factory. And his brother is a goldfish named Darwin. Yup, everything looks perfectly normal here.",156,0,0,Kids,Kids|Animation and Cartoons|Family|Teen,False,False,False,,The Amazing World of Gumball,4.015876956,4,50020274,https://ib.hulu.com/show/22015?size=476x268&region=US,https://ib.hulu.com/show_key_art/22015?size=1600x600&region=US,show,312,web,living_room,mobile,True,False,"1,2,14",855,50000651,Cartoon Network,Cartoon Network,cartoon-network,https://ib2.hulu.com/company_key_art/855?size=1600x600&region=US,,False
511,4910,2017-08-10T14:39:09+00:00,bobs-burgers,99,"Bob runs Bob's Burgers with the help of his wife and their three kids. Business may be slow, but they never give up hope.",129,0,0,Animation and Cartoons,Animation and Cartoons~Primetime Animation|Comedy,False,False,False,"For insider news, photos, and more visit the official <a href=""http://www.fox.com/bobsburgers/"" target=""_blank"">Bob's Burgers</a> website",Bob's Burgers,4.323962371,7,50001677,https://ib1.hulu.com/show/4910?size=476x268&region=US,https://ib1.hulu.com/show_key_art/4910?size=1600x600&region=US,show,228,web,living_room,mobile,False,False,"1,2,14",8,2,FOX,FOX,fox,https://ib1.hulu.com/company_key_art/8?size=1600x600&region=US,,True
512,7529,2017-08-10T14:55:15+00:00,new-girl,139,"An ensemble comedy centering on a free-spirited young woman, her three male roommates and her best friend, as they navigate modern relationships and end up forming a charmingly dysfunctional – or strangely functional –  family.",22,0,0,Comedy,Comedy~Sitcoms|Teen,False,False,False,"For insider news, photos, and more visit the official <a href=""http://www.fox.com/new-girl/"" target=""_blank"">New Girl website</a>",New Girl,4.588292488,1,50004647,https://ib.hulu.com/show/7529?size=476x268&region=US,https://ib.hulu.com/show_key_art/7529?size=1600x600&region=US,show,161,web,living_room,mobile,False,False,"1,2,5,14",8,2,FOX,FOX,fox,https://ib1.hulu.com/company_key_art/8?size=1600x600&region=US,,True
513,2103,2017-08-10T15:56:52+00:00,glee,0,"A group of ambitious and talented kids find strength, acceptance and, ultimately, their voices in this uplifting musical comedy.",121,0,0,Drama,Drama|Music~Musicals|Comedy|Teen,False,False,False,"For insider news, photos, and more visit the official <a href=""http://www.fox.com/glee/"" target=""_blank"">Glee</a> website",Glee,4.187489416,6,11725,https://ib3.hulu.com/show/2103?size=476x268&region=US,https://ib3.hulu.com/show_key_art/2103?size=1600x600&region=US,show,121,web,living_room,mobile,False,False,"2,4,5,14",8,2,FOX,FOX,fox,https://ib1.hulu.com/company_key_art/8?size=1600x600&region=US,,True
514,10,2017-08-10T15:46:57+00:00,bones,60,Forensic anthropologist Dr. Temperance Brennan uses her uncanny ability to read clues left behind in bones to help FBI agent Seeley Booth solve murder cases. Based on the life of anthropologist and novelist Kathy Reichs.,246,0,0,Drama,Drama~Crime and Courtroom Drama,False,False,False,"For insider news, photos, and more visit the official <a href=""http://www.fox.com/bones/"" target=""_blank"">Bones website</a>",Bones,4.618597705,12,384,https://ib2.hulu.com/show/10?size=476x268&region=US,https://ib2.hulu.com/show_key_art/10?size=1600x600&region=US,show,306,web,living_room,mobile,False,False,"1,2,4,5,14",8,2,FOX,FOX,fox,https://ib1.hulu.com/company_key_art/8?size=1600x600&region=US,,True
515,11226,2017-08-10T14:40:14+00:00,nashville,426,"A legendary queen of country music struggles to maintain her place in the spotlight while dealing with an ambitious rising pop-country vixen who wants to knock her off the throne. From executive producer Callie Khouri (writer of Thelma & Louise) comes this contemporary musical drama about love, power, money, family and music. ",107,0,0,Drama,Drama|Music~Musicals,False,False,False,,Nashville,4.424495117,5,50008475,https://ib2.hulu.com/show/11226?size=476x268&region=US,https://ib2.hulu.com/show_key_art/11226?size=1600x600&region=US,show,533,web,living_room,mobile,False,False,"1,2,14",390,50000125,CMT,CMT,cmt,https://ib1.hulu.com/company_key_art/390?size=1600x600&region=US,,True
